p,s,r,r11,r12,r21,r22,r23
98387820.40662476,0.032518597704887575,0.534268852784583,0.0033852483666328053,0.4084783284305801,0.08361310746028645,0.11100145743069989,0.4647005984692711
220133450.945973,0.020033857901601143,0.3414390955665375,0.0815663770618203,0.286181955078712,0.1225325136032473,0.016601666760888062,0.18382843253681724
300165280.42721486,0.04700984922178578,0.1331979039276276,0.07333808085597705,0.2661282692448076,0.11008177033827109,0.06723584294115083,0.14001178826666955
65475044.13340083,0.045655632118177594,0.116520935623733,0.02228807952728935,0.25253271085919654,0.14929620356006085,0.044632245045842796,0.3897306745282129
286551544.4972191,0.021377128526215778,0.44634497502424175,0.029138098632994415,0.16336070201330138,0.11772774441228179,0.04213841610561433,0.19247573537499388
109373302.72594497,0.016738487040043833,0.29884440236109927,0.06298202576977496,0.47898790252753026,0.06940030669622116,0.04131572008915741,0.2507545080693278
325715217.8113776,0.02451078420635228,0.19303336927495002,0.0436936160692914,0.14638895657850154,0.12070393410218916,0.1274199783336533,0.3185253097914865
84673516.20867021,0.010907735507888709,0.5515317233731313,0.17405447148835185,0.32576274650808373,0.08952181485601021,0.04051165502299118,0.35625589409373126
302630230.0306016,0.03788081314157772,0.24679303792039067,0.019618551074167552,0.5540155813431781,0.11975315132560334,0.12120746737544866,0.1473620748211707
337577087.7619193,0.04915192507309987,0.3850905523009218,0.12538863865143926,0.47619188315739597,0.06504282338901791,0.08292367728055672,0.5564098775154803
311192201.53284204,0.020781516067552765,0.2492965931565363,0.16048607842835014,0.5265671759254233,0.1769979205934749,0.12930326381186888,0.09121894229695622
277354424.539891,0.041429559231941145,0.5945161098868071,0.04670811742172234,0.364930175186139,0.13214852735824445,0.04223458336311999,0.5238368393907734
68072322.95735118,0.02875497123933301,0.23710545455046794,0.07714597766268952,0.36587153040412335,0.09413948489872853,0.022814422998540616,0.5087109759001484
335140825.07800263,0.009800663829292086,0.14186366443675225,0.12656090446337978,0.19279734965836093,0.19729379340937597,0.10375845085145856,0.5643586691643596
242596122.58598968,0.03457849244967239,0.2871056660489192,0.16033129614713149,0.3675427390288721,0.18242104299242756,0.10687760336110427,0.12517800764899997
197867635.3236614,0.008601202710746358,0.10378188958476874,0.12998012940259682,0.3596977321227198,0.07588025970446952,0.09104118722879546,0.21015537537815526
315515419.50218487,0.009140435127460258,0.5534754215211849,0.1915733366499919,0.14175975820718215,0.15907738738310578,0.14726937030256346,0.12035724573474743
300981898.9852661,0.007416233466377339,0.2554669905315159,0.01738818091368295,0.4472318107198683,0.05240666415692201,0.137587506529312,0.09857790609456497
254563349.02269423,0.019292574554860813,0.4064388764547857,0.14999435296896002,0.3435052247875284,0.1851631465614864,0.010940967419134253,0.47262094816545425
200605112.4476198,0.00785812113987931,0.48777548411627625,0.17183491543032414,0.3057166737097311,0.0885204298035302,0.00951971243631824,0.37791452198510145
126563438.22712615,0.037179736099627665,0.22868923517995857,0.07256400008249747,0.39043662412761737,0.06109866592434829,0.007171876701167257,0.4273831855024679
173792086.30950075,0.008894533769107186,0.11267990457972644,0.058724730861524514,0.32511273695230775,0.09602618397555078,0.13576759109424036,0.5516775323057018
282171352.91425645,0.025125518504905315,0.1696275750083125,0.07366444070537752,0.12215481698531835,0.1295890590669399,0.01175513404311979,0.31709848607857655
54950691.71030389,0.01260403675500612,0.24594089294449636,0.13613534727923202,0.39258377520921217,0.11591749938432105,0.009887733159624976,0.13000505125479436
344016024.2922996,0.018127634716820364,0.35151552929544816,0.0259877523451177,0.17460305623736763,0.1418047707704185,0.10437618636513664,0.5589687494216358
92942780.94618142,0.03298817199371725,0.3567392159140905,0.09773746887974344,0.08573819270339687,0.1873246568811946,0.025369281149871706,0.16255499874258875
70000475.38203162,0.016076996226813318,0.5614082014075238,0.06784489942045786,0.2352258337246687,0.09667734766137853,0.101141302461607,0.5617451888703062
255873888.30104578,0.026230236813349638,0.22451078388679396,0.18535809866367414,0.14761567984006066,0.1991920507961662,0.04471853702375935,0.257549869690559
254038279.29057193,0.00673270277781538,0.35453059485516736,0.17538142967913511,0.3752931543825643,0.19023360508260306,0.07489425902843407,0.17572091393973704
346446357.24079794,0.010436914178283414,0.20229116054461613,0.1926725039277181,0.56433887308702,0.17008276551611706,0.014165229267689507,0.3035213473123252
284976158.0805361,0.034643860614291526,0.35874230478037306,0.032947439730106255,0.495271085464486,0.11124836671022023,0.041055001296975306,0.24686520773062354
306182599.89961016,0.02651164071332648,0.30280858889150414,0.10188407678067049,0.5912100123837525,0.18423408132339453,0.10596027847973008,0.11627260362112016
270722167.5598439,0.048310827534084264,0.36340439891767506,0.14347739194056994,0.11096298848658051,0.09658699887306949,0.11618381288198497,0.4926602794487572
253947138.82854,0.013614213882750326,0.36959069012142565,0.1462908640412807,0.30196880760554684,0.11530730098542538,0.05342219222111825,0.4912006145880566
303501714.64364135,0.025480443311309033,0.2001545418684142,0.04901819182083884,0.5274583606166388,0.17534109111601115,0.035881202437536654,0.5194671404502339
341791681.05424243,0.01282409081925499,0.11518914652226722,0.06379233160591484,0.1366416120296407,0.084618263742613,0.044492492657531864,0.5958557125319606
251326613.08557788,0.02768052746214594,0.5387124088353498,0.06672554793557081,0.4680444200496363,0.06753450093028499,0.13069626300075035,0.12462142830121374
328839536.281274,0.02885523079518944,0.22141887335227134,0.03483148867830565,0.5317498494829537,0.16499220124022976,0.14094916292307444,0.18089158055016671
162788139.78797317,0.02170681619700551,0.4389429546957331,0.13737659886664988,0.2021882380653906,0.19140362621306606,0.04559628323993792,0.20101445104078491
295350435.18346894,0.04048724553192775,0.45274795407258484,0.05353425724535639,0.1357120924539674,0.1674117119236388,0.02418276344194889,0.25365856568555734
115765478.80000335,0.015293221919150921,0.12165567094982857,0.16841342447271299,0.11904375487970592,0.16357192804120851,0.010562414499816273,0.26331106524400916
343382972.31882024,0.04314283864025536,0.42076619566812223,0.03153329037628736,0.5058344037026602,0.1909641259149435,0.11128721708686198,0.507546502904995
194057911.58484316,0.015514312414559419,0.5184637171586735,0.02762632655103389,0.43893191752225563,0.15456674878683924,0.13362668049807633,0.2757767351169648
227978210.65108147,0.005856992731690816,0.10799173034384532,0.17611410825181423,0.3551786212970803,0.13959091360686515,0.08264281940293286,0.5435104182644772
130788404.81737392,0.004459212778661695,0.5985690304947255,0.05491008926093496,0.12897161238943167,0.13558341173459587,0.10862681113765064,0.49065423640802414
128998429.62944116,0.04009932325836305,0.1550002396918379,0.08846032612343724,0.5718914177994036,0.08118566527738696,0.09588151599800619,0.39998302079893205
113538335.65055574,0.006232968655477008,0.37440135031410926,0.1529911752951004,0.5744742159494151,0.09031457686828037,0.13319786180093335,0.10280620427414763
66834093.40895797,0.03644803454279793,0.38130346018518724,0.07818402283764353,0.4485647647659254,0.09850360751958054,0.12000951203912213,0.5633014233196666
269355441.74683046,0.006883453896284357,0.36238091558017316,0.09357766066132775,0.5634094495488247,0.13712056221313512,0.0024368468753912104,0.3460064811938553
213846150.9284543,0.00843057642546086,0.2775890789230854,0.03462473856538329,0.4795823595747321,0.16691179651914162,0.12771637435857514,0.5662436289224791
311543931.09460783,0.01688427923047219,0.27347161606979953,0.04530084736929718,0.3704440890395533,0.1966777110648878,0.09994021531379428,0.10722479823872573
172931276.6834254,0.0370006924692093,0.2101849599743444,0.15717216017452584,0.46054198557278997,0.13852062856830571,0.08890679842194578,0.4986068425515824
281158666.6253185,0.0008168405046194914,0.21851185203688125,0.036474004929998645,0.5503353669474577,0.15739025830935438,0.13787539043362976,0.43215066004617997
173215169.56168473,0.04816432768301709,0.12992172746482475,0.10420043164815636,0.35486663122505663,0.10322269548945995,0.06594633208096946,0.592201457826852
209748611.37716818,0.022429128619658824,0.4490541834628242,0.17934160661717857,0.13179012342581137,0.08189911603809828,0.04292966760785734,0.26104840523985046
141299669.38662225,0.04531623562823457,0.29429520388881564,0.1459770642566071,0.10320037611090443,0.12914400600213877,0.046504559752828724,0.46397768578070303
278125859.22009647,0.025033542354565296,0.1522214616387182,0.060034917676897115,0.5859616867330018,0.13183475494407887,0.05519276339254594,0.11971936345385017
208671684.4779118,0.005138105040932128,0.33028483470313874,0.08912161336073678,0.11730979484217874,0.1524464872708033,9.438188378554869e-07,0.5891982496537966
102098365.91871175,0.04553007443234299,0.25243192449651397,0.014112606376190115,0.26217837518095777,0.1535527802332362,0.06924165839601784,0.4500848794311373
118165779.28508669,0.03946726198572446,0.35225080227213357,0.1189487514098909,0.09319555172049837,0.11044109019667525,0.08724864047000251,0.32106948132989904
183110294.21763125,0.049867607832284604,0.3261223908478681,0.04143206379703121,0.2955320488353958,0.10156329982768429,0.07566785534988586,0.2753794859826537
322244581.71913517,0.04310204284359113,0.43604493260824095,0.05562702455731033,0.5821459684743003,0.12776512869826517,0.031524031177089705,0.3451673274341633
310540414.61770046,0.03186858766257921,0.32557839783288656,0.058349260184755364,0.09241665798552427,0.1445356675276988,0.10400833244496295,0.10406489710855572
105615848.53574207,0.033737626301033774,0.34884070259044286,0.17291637239827862,0.5721545455006887,0.06823806704415458,0.023147958041829644,0.3905505837375067
267598850.14543548,0.041881679406005144,0.4147575011828646,0.16920024140611167,0.2783793227384899,0.19166492421197145,0.03079615299834166,0.1712479581799768
299813447.73532474,0.0397873637345601,0.10865952652563102,0.04843644913960419,0.4476759842287621,0.058962613717578584,0.09052055592321664,0.3510557793748737
75437768.67623566,0.015706669688158426,0.3617623225123694,0.1882448632737722,0.2738045649739267,0.12945545531716712,0.047095948244399416,0.36795333868174557
300309752.2510123,0.009908213141657515,0.1049450097192069,0.1121590338460021,0.10231410872552109,0.10219440873733131,0.1169182045394721,0.3073791033635257
231692729.33590433,0.02285499713585818,0.42474829544435133,0.08688484196291649,0.3609691900481547,0.05379982316718279,0.12794491440490072,0.5005343737768008
263942900.99771798,0.04876391355290529,0.14147738796728346,0.02560908489632209,0.18883720354590391,0.17845790395955113,0.09795275109846958,0.48901806402435527
83279789.50079831,0.02439603444545426,0.16520286956424443,0.043271720816500304,0.20648226282838356,0.08515448497880851,0.0005940868911361406,0.2970348916073842
245183995.32341415,0.005904889098950573,0.5974958825353824,0.1131488563773902,0.30147979517512885,0.18917615123642711,0.06469575758185599,0.45712096833551924
321326744.48434955,0.03532702070856631,0.4765907966307589,0.11225165234538709,0.4947557279847824,0.1323300901923508,0.14593733783787502,0.1769086181190941
303920566.8897936,0.02295311063228545,0.5145090206949994,0.029741475947741954,0.17395805795999925,0.10026998121427784,0.10949043941196064,0.5292076438829416
127587258.84448348,0.024647804659601733,0.3271890912333163,0.010723231194022416,0.5957361887213841,0.10659879525265364,0.10242610591552757,0.18306443279154072
293086145.09388834,0.033338816979055684,0.11121840881441097,0.023555744743552386,0.41459634558081376,0.113767736347044,0.03675760392628724,0.10216009963431326
186379813.66518342,0.030142375426098395,0.3179448351063283,0.08249294597419415,0.2588345078793824,0.16104092698250844,0.12417507352589835,0.5101960905212763
100180891.20405492,0.04867392277674768,0.5323874198261268,0.16106813822983507,0.38809662782603543,0.1627925724686455,0.10569210528206623,0.39542923588543444
211619518.30573833,0.03919787665225318,0.4313828137089616,0.18674146470255767,0.4136412466991532,0.07277811942505866,0.12953016006782242,0.14690887958972293
190859455.4473173,0.005731965164100357,0.5668985226451398,0.014410677270978079,0.4782562488743043,0.13374229299819151,0.1075001902855491,0.4720255323015432
139081299.95225552,0.02615060801174144,0.46637411199858436,0.09679711598480281,0.5150477368513965,0.1553832760244303,0.03274422029416858,0.08145920878946342
257233194.27591196,0.04754515740743025,0.3121567037081906,0.09415532194841957,0.5242477464701913,0.13694391490472385,0.000981296780324841,0.5970646556687579
203078496.99701637,0.024297971608306178,0.4010592555893485,0.05582155416874989,0.17137516065216607,0.17510111853212879,0.148833525306801,0.13716995765217047
314436790.6879144,0.00753334702948214,0.4563373672368497,0.08726959342202911,0.3814923554479043,0.057063240563822476,0.017930870740053607,0.49494942622020427
62004212.49633465,0.03622925858452564,0.5984561918959473,0.16886193473564948,0.2464098857394269,0.19378057464030035,0.03205594761283433,0.30005371214705817
215087387.52582273,0.046068056130593206,0.5429250494495659,0.16317958989263834,0.5510207759892026,0.0808660017098824,0.0021681134617924456,0.311928944827975
133985634.16111763,0.000626726410428874,0.5107788374314318,0.021638329985781718,0.30414322288088097,0.10458412540318808,0.012495219957818455,0.22216899823455294
214673525.50828946,0.012535525403909432,0.16149080563966428,0.163958574721457,0.5024588156473367,0.08146504938832702,0.017179987466386833,0.5945874591922784
137801006.22121656,0.02529965376569951,0.3457383757793582,0.17083529043594017,0.30815712789871247,0.17662005916136808,0.07437880352068861,0.293558110716193
328253761.13190216,0.03934386155549083,0.32811502563945394,0.050874658690185606,0.20000407864591868,0.051097758715158384,0.08544794487519203,0.3569309704910866
52977616.84914744,0.04517364786391295,0.3964553836972018,0.10603773773088926,0.42209239362187506,0.16913364780894657,0.052861940689124656,0.45208726491487133
311994306.44800705,0.037263247327410064,0.5660807766704693,0.004768053529940039,0.08892813635485562,0.18992528747399118,0.024313370368810473,0.19725099164815363
295958148.8747626,0.04332469171330461,0.23142418970609235,0.15599359049579448,0.4290422835100807,0.09985979162340755,0.03264798097900319,0.15638482389293798
114740413.25252596,0.0023081208415296926,0.1913382665836804,0.19178679580816993,0.24881434483516335,0.11974734389518223,0.004097773624551593,0.3085844587615225
246482951.93722537,0.038543977863513615,0.48021424040498506,0.01959116817005305,0.09512864775218985,0.1496560384420522,0.1465098279738818,0.2461069873478693
169878345.95218694,0.03133445197721015,0.28597992609207523,0.09506567352806265,0.2934748917841972,0.12022239927403335,0.04423234136710495,0.5602693310812878
124508796.82086766,0.0065700286727689555,0.2176379723900742,0.026922492492151152,0.17487700250910304,0.062118600193207855,0.08769711484595516,0.5423290950112076
84296867.9837136,0.036857998285843276,0.1539533726981513,0.1957953978440515,0.2789679467596461,0.13278256448717646,0.05166755287263931,0.22407812827994505
94670170.08405653,0.0271592862715402,0.4555165754188265,0.09391893243397116,0.17240873443568855,0.10712660315190212,0.14082211447132104,0.3007266066257747
313669030.29913473,0.025213790872427293,0.539251259596968,0.07912496129020088,0.3368613011786124,0.14415794758301126,0.08106611817161699,0.19146042528959004
175798545.9355544,0.02993169657222657,0.5854267101561424,0.1902369827417414,0.5920734188317285,0.17248462935023173,0.1172031041719897,0.2271931694581562
266199307.89925864,0.012358283169542397,0.1938327977703057,0.017757018458038534,0.4714727482830434,0.1677014839809162,0.08096922625729829,0.4372752596541619
294327818.01779395,0.03745734923410622,0.5226306217809902,0.06159273399627716,0.4738426109908194,0.16059183342895755,0.09378353526128301,0.18279890525928938
280475009.2294227,0.02565088671164257,0.11966469430320678,0.14538184672096208,0.3083808525635481,0.1405060248227782,0.09351102254569771,0.5071503927546159
230437894.56827724,0.04022094671591605,0.47775853509494537,0.11857968039318129,0.3803092196883472,0.12473939186843278,0.057166166801237074,0.36406503440835203
151886028.47485945,0.011377290634696684,0.12037217004372204,0.06138707216329429,0.1678003708417456,0.11475169843860655,0.04725673332389046,0.11069414895048948
310027119.76822096,0.04643268570508362,0.3402609254399084,0.16442629414909826,0.5240241493980028,0.15715324692010701,0.018617430461711906,0.5282774062847279
304833088.56421566,0.004539298713005086,0.3206253814846193,0.09082600086542647,0.41394266531467205,0.1859389457924353,0.06350803860940865,0.2105579136164183
50920768.726885326,0.029032610322826446,0.13209680935117368,0.04434255134777229,0.25405497979161684,0.06444347740663417,0.10334354193492497,0.564976816975602
77455811.30083698,0.01838896101861915,0.35293030439734385,0.13446305207796927,0.5700698916558136,0.07825282204436787,0.004468791748556933,0.19807175134572863
114474750.18662384,0.002037118462904307,0.3898814887890696,0.04823703964946058,0.4815328169793357,0.15579544619134034,0.13810288412790767,0.08250988219475858
203832786.03415474,0.0067494310700906245,0.4638038680292065,0.18124542357264187,0.5586499705202577,0.10592925823451438,0.028508179139413243,0.5080995836576794
73826231.37951858,0.0023552822774455338,0.19158000663589148,0.12910369432194266,0.40060476500704556,0.19735425499692932,0.13323812795554044,0.1393119369992548
152630173.83796918,0.0248305779838387,0.11497074788217226,0.01578503058659335,0.4365874404327031,0.15147664400007604,0.10964545936215381,0.3727189958545437
199343971.24565637,0.031090601786035336,0.45956456664939904,0.08299885942280444,0.11436474227642673,0.0920486433896505,0.10024435378941414,0.559533902642361
106165455.34666291,0.0024396932963152334,0.1857835934981552,0.07977949821729266,0.5986637096150568,0.17199262992143105,0.026189001689302074,0.1419241926126053
182053597.5246405,0.047591857449377724,0.5675645902421926,0.1427847181629598,0.3300767701682592,0.10405783475041466,0.01697707605543378,0.5992398486787562
55365637.50375286,0.019421424282250844,0.1292662273569871,0.10334992633288352,0.4170081747069519,0.10271705686896831,0.05119094806543332,0.5175784687186522
125667213.51274808,0.04572100942822237,0.3062565552008196,0.05964486345915049,0.31251948228150783,0.13745731153085033,0.06397763561547751,0.44362265799175277
127737919.1171492,0.04424626217250951,0.28620508704983594,0.17061026673882376,0.3121504836522643,0.15117213313160438,0.07865318939503226,0.5354444016522306
185976933.0154005,0.024742499589223355,0.47166929780762556,0.08675872107366925,0.36388850226510244,0.07300737328893712,0.03007392351695664,0.1439279635703175
332137621.86903507,0.03951070647333982,0.28391717047988096,0.0435095042438871,0.2029348124885012,0.08270910466525265,0.14846023461989313,0.40099535219702453
305185588.14041626,0.006151824262526964,0.37204598369210706,0.061783058296245766,0.3161692950564193,0.12798614639207234,0.01770427791551632,0.2129906921285648
118616042.63804658,0.03344308742892722,0.18841328046608474,0.04549757272417163,0.13708393441316782,0.15334987597560187,0.01966311739366143,0.5377907049540767
172123099.81233662,0.019839988660963447,0.2996852275266223,0.021900656160919393,0.3070605959716691,0.06910369269781998,0.014749105337629973,0.3666188923756046
127374073.88543747,0.03906127301996054,0.4841228111798561,0.1586241150177848,0.1508515223643468,0.1233992337082415,0.006748272194240922,0.2867345780524279
294992672.5253502,0.04705038873474446,0.2413950635456959,0.013148772545464994,0.09055498724021155,0.05858030914448391,0.07610771577900943,0.12897583167536592
57427892.50867433,0.01748776569025624,0.12055184659949816,0.19472314421618014,0.2531702014233959,0.0671142682739154,0.11955798868393003,0.3830606187774056
